brand,model,instance,position_num,motive_num,position_name,motive_name,filename,shot
Agfa,DC-504,0,10,1,Georgentor,Staendehaus und Frauenkirche,Agfa_DC-504_0_28.JPG,28
Agfa,DC-504,0,10,2,Georgentor,Hausmannsturm,Agfa_DC-504_0_29.JPG,29
Agfa,DC-504,0,10,2,Georgentor,Hausmannsturm,Agfa_DC-504_0_30.JPG,30
Agfa,DC-504,0,11,1,George-Baehr-Strasse,Schuhmannbau,Agfa_DC-504_0_31.JPG,31
Agfa,DC-504,0,11,2,George-Baehr-Strasse,Observatory Technische Universitaet Dresden,Agfa_DC-504_0_32.JPG,32
Agfa,DC-504,0,12,2,Home II,Computerfreak with his C64 and a plant,Agfa_DC-504_0_33.JPG,33
Agfa,DC-504,0,12,2,Home II,Computerfreak with his C64 and a plant,Agfa_DC-504_0_34.JPG,34
Agfa,DC-504,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-504_0_35.JPG,35
Agfa,DC-504,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-504_0_36.JPG,36
Agfa,DC-504,0,13,1,My office,Desk with digital cameras,Agfa_DC-504_0_37.JPG,37
Agfa,DC-504,0,13,1,My office,Desk with digital cameras,Agfa_DC-504_0_38.JPG,38
Agfa,DC-504,0,13,2,My office,A corridor of the institute,Agfa_DC-504_0_39.JPG,39
Agfa,DC-504,0,13,2,My office,A corridor of the institute,Agfa_DC-504_0_40.JPG,40
Agfa,DC-504,0,14,2,"Entrance hall, Faculty of Computer Science",Bubbles,Agfa_DC-504_0_42.JPG,42
Agfa,DC-504,0,14,2,"Entrance hall, Faculty of Computer Science",Bubbles,Agfa_DC-504_0_43.JPG,43
Agfa,DC-504,0,14,2,"Entrance hall, Faculty of Computer Science",Bubbles,Agfa_DC-504_0_44.JPG,44
Agfa,DC-504,0,14,1,"Entrance hall, Faculty of Computer Science",Stairs,Agfa_DC-504_0_45.JPG,45
Agfa,DC-504,0,14,1,"Entrance hall, Faculty of Computer Science",Stairs,Agfa_DC-504_0_46.JPG,46
Agfa,DC-504,0,14,1,"Entrance hall, Faculty of Computer Science",Stairs,Agfa_DC-504_0_47.JPG,47
Agfa,DC-504,0,14,1,"Entrance hall, Faculty of Computer Science",Stairs,Agfa_DC-504_0_48.JPG,48
Agfa,DC-504,0,15,1,Ockerwitzer Weg,Schoner Muehle,Agfa_DC-504_0_49.JPG,49
Agfa,DC-504,0,15,1,Ockerwitzer Weg,Schoner Muehle,Agfa_DC-504_0_50.JPG,50
Agfa,DC-504,0,15,1,Ockerwitzer Weg,Schoner Muehle,Agfa_DC-504_0_51.JPG,51
Agfa,DC-504,0,15,2,Ockerwitzer Weg,Winter landscape,Agfa_DC-504_0_52.JPG,52
Agfa,DC-504,0,15,2,Ockerwitzer Weg,Winter landscape,Agfa_DC-504_0_53.JPG,53
Agfa,DC-504,0,16,1,Oberwartha,Reservoir Oberwartha,Agfa_DC-504_0_54.JPG,54
Agfa,DC-504,0,16,1,Oberwartha,Reservoir Oberwartha,Agfa_DC-504_0_55.JPG,55
Agfa,DC-504,0,16,1,Oberwartha,Reservoir Oberwartha,Agfa_DC-504_0_56.JPG,56
Agfa,DC-504,0,16,2,Oberwartha,Winter landscape II,Agfa_DC-504_0_57.JPG,57
Agfa,DC-504,0,17,1,Pesterwitz,Half-timbered house I,Agfa_DC-504_0_58.JPG,58
Agfa,DC-504,0,17,1,Pesterwitz,Half-timbered house I,Agfa_DC-504_0_60.JPG,60
Agfa,DC-504,0,17,2,Pesterwitz,Church of Pesterwitz,Agfa_DC-504_0_61.JPG,61
Agfa,DC-504,0,18,2,Home III,Trees in a garden II,Agfa_DC-504_0_62.JPG,62
Agfa,DC-504,0,18,2,Home III,Trees in a garden II,Agfa_DC-504_0_63.JPG,63
Agfa,DC-504,0,18,1,Home III,Trees in a garden I,Agfa_DC-504_0_64.JPG,64
Agfa,DC-504,0,19,2,Home IV,Living-room with an aquarium,Agfa_DC-504_0_65.JPG,65
Agfa,DC-504,0,19,2,Home IV,Living-room with an aquarium,Agfa_DC-504_0_66.JPG,66
Agfa,DC-504,0,19,1,Home IV,Orchids on a box,Agfa_DC-504_0_67.JPG,67
Agfa,DC-504,0,19,1,Home IV,Orchids on a box,Agfa_DC-504_0_68.JPG,68
Agfa,DC-504,0,20,1,Bienertpark,Koenigsmuehle and valley of the river Weisseritz,Agfa_DC-504_0_69.JPG,69
Agfa,DC-504,0,20,1,Bienertpark,Koenigsmuehle and valley of the river Weisseritz,Agfa_DC-504_0_70.JPG,70
Agfa,DC-504,0,20,1,Bienertpark,Koenigsmuehle and valley of the river Weisseritz,Agfa_DC-504_0_71.JPG,71
Agfa,DC-504,0,20,2,Bienertpark,Lookout tower,Agfa_DC-504_0_72.JPG,72
Agfa,DC-504,0,21,1,Weizenmuehle,River Weisseritz,Agfa_DC-504_0_73.JPG,73
Agfa,DC-504,0,21,2,Weizenmuehle,Begerburg,Agfa_DC-504_0_74.JPG,74
Agfa,DC-504,0,22,2,Altcoschuetz,Willow tree,Agfa_DC-504_0_75.JPG,75
Agfa,DC-504,0,22,2,Altcoschuetz,Willow tree,Agfa_DC-504_0_76.JPG,76
Agfa,DC-504,0,22,1,Altcoschuetz,Half-timbered house II,Agfa_DC-504_0_77.JPG,77
Agfa,DC-504,0,23,1,Home V,Wall unit,Agfa_DC-504_0_78.JPG,78
Agfa,DC-504,0,23,2,Home V,View over Dresden,Agfa_DC-504_0_79.JPG,79
Agfa,DC-504,0,23,2,Home V,View over Dresden,Agfa_DC-504_0_80.JPG,80
Agfa,DC-504,0,24,2,Home VI,Self-illuminating globe,Agfa_DC-504_0_81.JPG,81
Agfa,DC-504,0,24,2,Home VI,Self-illuminating globe,Agfa_DC-504_0_82.JPG,82
Agfa,DC-504,0,24,1,Home VI,Ski lodge,Agfa_DC-504_0_83.JPG,83
Agfa,DC-504,0,24,1,Home VI,Ski lodge,Agfa_DC-504_0_84.JPG,84
Agfa,DC-504,0,26,2,"Back view, Faculty of Computer Science",Willow trees II,Agfa_DC-504_0_179.JPG,179
Agfa,DC-504,0,26,2,"Back view, Faculty of Computer Science",Willow trees II,Agfa_DC-504_0_180.JPG,180
Agfa,DC-504,0,27,1,Bienertpark II,Koenigsmuehle and valley of the river Weisseritz II,Agfa_DC-504_0_185.JPG,185
Agfa,DC-504,0,27,2,Bienertpark II,Lookout tower II,Agfa_DC-504_0_186.JPG,186
Agfa,DC-504,0,27,2,Bienertpark II,Lookout tower II,Agfa_DC-504_0_187.JPG,187
Agfa,DC-504,0,28,1,Kohlenstrasse,Back view ZINT,Agfa_DC-504_0_188.JPG,188
Agfa,DC-504,0,28,2,Kohlenstrasse,Another view over Dresden,Agfa_DC-504_0_189.JPG,189
Agfa,DC-504,0,29,1,Kaethe-Kollwitz-Ufer,Elbschloesser Dresden,Agfa_DC-504_0_190.JPG,190
Agfa,DC-504,0,29,2,Kaethe-Kollwitz-Ufer,Blue Wonder,Agfa_DC-504_0_191.JPG,191
Agfa,DC-504,0,30,1,Kleinzschachwitzer Ufer,Pillnitz,Agfa_DC-504_0_193.JPG,193
Agfa,DC-504,0,30,2,Kleinzschachwitzer Ufer,Ferry on the river Elbe,Agfa_DC-504_0_195.JPG,195
Agfa,DC-504,0,30,2,Kleinzschachwitzer Ufer,Ferry on the river Elbe,Agfa_DC-504_0_196.JPG,196
Agfa,DC-504,0,31,1,Grosser Garten,Carolaschloesschen,Agfa_DC-504_0_197.JPG,197
Agfa,DC-504,0,31,1,Grosser Garten,Carolaschloesschen,Agfa_DC-504_0_198.JPG,198
Agfa,DC-504,0,31,2,Grosser Garten,Trees,Agfa_DC-504_0_199.JPG,199
Agfa,DC-504,0,32,1,Altmarkt,Kreuzkirche,Agfa_DC-504_0_200.JPG,200
Agfa,DC-504,0,32,2,Altmarkt,Frauenkirche II,Agfa_DC-504_0_208.JPG,208
Agfa,DC-504,0,33,1,Noethnitzer Strasse,"Footway, Faculty of Computer Science",Agfa_DC-504_0_211.JPG,211
Agfa,DC-504,0,33,2,Noethnitzer Strasse,Reed,Agfa_DC-504_0_214.JPG,214
Agfa,DC-504,0,33,2,Noethnitzer Strasse,Reed,Agfa_DC-504_0_215.JPG,215
Agfa,DC-504,0,33,2,Noethnitzer Strasse,Reed,Agfa_DC-504_0_216.JPG,216
Agfa,DC-504,0,33,2,Noethnitzer Strasse,Reed,Agfa_DC-504_0_217.JPG,217
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_218.JPG,218
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_219.JPG,219
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_220.JPG,220
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_221.JPG,221
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_222.JPG,222
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_223.JPG,223
Agfa,DC-504,0,34,1,"Balcony of the institute, Faculty of Computer Science",Table with cameras,Agfa_DC-504_0_224.JPG,224
Agfa,DC-504,0,34,2,"Balcony of the institute, Faculty of Computer Science",Another view of the pond,Agfa_DC-504_0_229.JPG,229
Agfa,DC-504,0,34,2,"Balcony of the institute, Faculty of Computer Science",Another view of the pond,Agfa_DC-504_0_230.JPG,230
Agfa,DC-504,0,34,2,"Balcony of the institute, Faculty of Computer Science",Another view of the pond,Agfa_DC-504_0_231.JPG,231
Agfa,DC-504,0,34,2,"Balcony of the institute, Faculty of Computer Science",Another view of the pond,Agfa_DC-504_0_232.JPG,232
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_233.JPG,233
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_234.JPG,234
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_235.JPG,235
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_236.JPG,236
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_237.JPG,237
Agfa,DC-504,0,35,1,"Lecture hall, Faculty of Computer Science",Lecture hall view I,Agfa_DC-504_0_238.JPG,238
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_239.JPG,239
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_240.JPG,240
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_241.JPG,241
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_242.JPG,242
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_243.JPG,243
Agfa,DC-504,0,35,2,"Lecture hall, Faculty of Computer Science",Lecture hall view II,Agfa_DC-504_0_244.JPG,244
Agfa,DC-504,0,36,1,Schlossallee Moritzburg,Church of Moritzburg,Agfa_DC-504_0_246.JPG,246
Agfa,DC-504,0,36,2,Schlossallee Moritzburg,"Parsonage, church of Moritzburg",Agfa_DC-504_0_250.JPG,250
Agfa,DC-504,0,36,2,Schlossallee Moritzburg,"Parsonage, church of Moritzburg",Agfa_DC-504_0_251.JPG,251
Agfa,DC-504,0,36,2,Schlossallee Moritzburg,"Parsonage, church of Moritzburg",Agfa_DC-504_0_252.JPG,252
Agfa,DC-504,0,36,1,Schlossallee Moritzburg,Church of Moritzburg,Agfa_DC-504_0_253.JPG,253
Agfa,DC-504,0,36,1,Schlossallee Moritzburg,Church of Moritzburg,Agfa_DC-504_0_254.JPG,254
Agfa,DC-504,0,36,1,Schlossallee Moritzburg,Church of Moritzburg,Agfa_DC-504_0_255.JPG,255
Agfa,DC-504,0,37,1,Kalkreuther Strasse,Moritzburg Castle,Agfa_DC-504_0_262.JPG,262
Agfa,DC-504,0,37,1,Kalkreuther Strasse,Moritzburg Castle,Agfa_DC-504_0_263.JPG,263
Agfa,DC-504,0,37,1,Kalkreuther Strasse,Moritzburg Castle,Agfa_DC-504_0_264.JPG,264
Agfa,DC-504,0,37,1,Kalkreuther Strasse,Moritzburg Castle,Agfa_DC-504_0_265.JPG,265
Agfa,DC-504,0,37,2,Kalkreuther Strasse,View of Kalkreuther Strasse,Agfa_DC-504_0_270.JPG,270
Agfa,DC-504,0,38,1,Grosse Fasanenstrasse,Fasanenschloesschen,Agfa_DC-504_0_274.JPG,274
Agfa,DC-504,0,38,1,Grosse Fasanenstrasse,Fasanenschloesschen,Agfa_DC-504_0_275.JPG,275
Agfa,DC-504,0,38,1,Grosse Fasanenstrasse,Fasanenschloesschen,Agfa_DC-504_0_276.JPG,276
Agfa,DC-504,0,38,2,Grosse Fasanenstrasse,Tower,Agfa_DC-504_0_277.JPG,277
Agfa,DC-504,0,38,2,Grosse Fasanenstrasse,Tower,Agfa_DC-504_0_278.JPG,278
Agfa,DC-504,0,38,2,Grosse Fasanenstrasse,Tower,Agfa_DC-504_0_279.JPG,279
Agfa,DC-504,0,39,1,Bismarckturm,Yet another view over Dresden,Agfa_DC-504_0_290.JPG,290
Agfa,DC-504,0,39,1,Bismarckturm,Yet another view over Dresden,Agfa_DC-504_0_291.JPG,291
Agfa,DC-504,0,39,1,Bismarckturm,Yet another view over Dresden,Agfa_DC-504_0_292.JPG,292
Agfa,DC-504,0,39,2,Bismarckturm,Spitzhaus,Agfa_DC-504_0_296.JPG,296
Agfa,DC-504,0,39,2,Bismarckturm,Spitzhaus,Agfa_DC-504_0_297.JPG,297
Agfa,DC-504,0,40,1,Riverbank Dresden-Neustadt,Paddle steamer,Agfa_DC-504_0_303.JPG,303
Agfa,DC-504,0,40,1,Riverbank Dresden-Neustadt,Paddle steamer,Agfa_DC-504_0_304.JPG,304
Agfa,DC-504,0,40,2,Riverbank Dresden-Neustadt,Archer,Agfa_DC-504_0_307.JPG,307
Agfa,DC-504,0,41,1,"Entrance hall III, Faculty of Computer Science",Bubbles II,Agfa_DC-504_0_313.JPG,313
Agfa,DC-504,0,41,1,"Entrance hall III, Faculty of Computer Science",Bubbles II,Agfa_DC-504_0_314.JPG,314
Agfa,DC-504,0,41,2,"Entrance hall III, Faculty of Computer Science",Bubbles III,Agfa_DC-504_0_321.JPG,321
Agfa,DC-504,0,41,2,"Entrance hall III, Faculty of Computer Science",Bubbles III,Agfa_DC-504_0_323.JPG,323
Agfa,DC-504,0,41,2,"Entrance hall III, Faculty of Computer Science",Bubbles III,Agfa_DC-504_0_324.JPG,324
Agfa,DC-733s,0,1,1,Ostra-Allee ,Zwinger crown gate,Agfa_DC-733s_0_452.JPG,452
Agfa,DC-733s,0,1,1,Ostra-Allee ,Zwinger crown gate,Agfa_DC-733s_0_453.JPG,453
Agfa,DC-733s,0,1,1,Ostra-Allee ,Zwinger crown gate,Agfa_DC-733s_0_454.JPG,454
Agfa,DC-733s,0,2,1,Zwinger courtyard,Zwinger view to Nymphenbad,Agfa_DC-733s_0_456.JPG,456
Agfa,DC-733s,0,2,1,Zwinger courtyard,Zwinger view to Nymphenbad,Agfa_DC-733s_0_457.JPG,457
Agfa,DC-733s,0,2,1,Zwinger courtyard,Zwinger view to Nymphenbad,Agfa_DC-733s_0_458.JPG,458
Agfa,DC-733s,0,2,1,Zwinger courtyard,Zwinger view to Nymphenbad,Agfa_DC-733s_0_459.JPG,459
Agfa,DC-733s,0,2,1,Zwinger courtyard,Zwinger view to Nymphenbad,Agfa_DC-733s_0_460.JPG,460
Agfa,DC-733s,0,2,2,Zwinger courtyard,Zwinger Glockenspiel,Agfa_DC-733s_0_461.JPG,461
Agfa,DC-733s,0,2,2,Zwinger courtyard,Zwinger Glockenspiel,Agfa_DC-733s_0_462.JPG,462
Agfa,DC-733s,0,2,2,Zwinger courtyard,Zwinger Glockenspiel,Agfa_DC-733s_0_463.JPG,463
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_464.JPG,464
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_465.JPG,465
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_466.JPG,466
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_467.JPG,467
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_468.JPG,468
Agfa,DC-733s,0,3,1,Home I,Plant and sylvester,Agfa_DC-733s_0_469.JPG,469
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_470.JPG,470
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_471.JPG,471
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_472.JPG,472
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_473.JPG,473
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_474.JPG,474
Agfa,DC-733s,0,3,2,Home I,Christmastree,Agfa_DC-733s_0_475.JPG,475
Agfa,DC-733s,0,4,2,Theaterplatz,Semper Oper,Agfa_DC-733s_0_476.JPG,476
Agfa,DC-733s,0,4,2,Theaterplatz,Semper Oper,Agfa_DC-733s_0_477.JPG,477
Agfa,DC-733s,0,4,2,Theaterplatz,Semper Oper,Agfa_DC-733s_0_478.JPG,478
Agfa,DC-733s,0,4,1,Theaterplatz,Katholische Hofkirche,Agfa_DC-733s_0_479.JPG,479
Agfa,DC-733s,0,4,1,Theaterplatz,Katholische Hofkirche,Agfa_DC-733s_0_480.JPG,480
Agfa,DC-733s,0,4,1,Theaterplatz,Katholische Hofkirche,Agfa_DC-733s_0_481.JPG,481
Agfa,DC-733s,0,5,2,Skulpturensammlung,Skulpturensammlung II,Agfa_DC-733s_0_482.JPG,482
Agfa,DC-733s,0,5,2,Skulpturensammlung,Skulpturensammlung II,Agfa_DC-733s_0_483.JPG,483
Agfa,DC-733s,0,5,2,Skulpturensammlung,Skulpturensammlung II,Agfa_DC-733s_0_484.JPG,484
Agfa,DC-733s,0,5,2,Skulpturensammlung,Skulpturensammlung II,Agfa_DC-733s_0_485.JPG,485
Agfa,DC-733s,0,5,1,Skulpturensammlung,Skulpturensammlung I,Agfa_DC-733s_0_486.JPG,486
Agfa,DC-733s,0,5,1,Skulpturensammlung,Skulpturensammlung I,Agfa_DC-733s_0_487.JPG,487
Agfa,DC-733s,0,5,1,Skulpturensammlung,Skulpturensammlung I,Agfa_DC-733s_0_488.JPG,488
Agfa,DC-733s,0,6,1,Koenigsufer,Bruehlsche Terrasse I,Agfa_DC-733s_0_489.JPG,489
Agfa,DC-733s,0,6,1,Koenigsufer,Bruehlsche Terrasse I,Agfa_DC-733s_0_490.JPG,490
Agfa,DC-733s,0,6,1,Koenigsufer,Bruehlsche Terrasse I,Agfa_DC-733s_0_491.JPG,491
Agfa,DC-733s,0,6,2,Koenigsufer,Bruehlsche Terrasse II,Agfa_DC-733s_0_492.JPG,492
Agfa,DC-733s,0,6,2,Koenigsufer,Bruehlsche Terrasse II,Agfa_DC-733s_0_493.JPG,493
Agfa,DC-733s,0,6,2,Koenigsufer,Bruehlsche Terrasse II,Agfa_DC-733s_0_494.JPG,494
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_495.JPG,495
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_496.JPG,496
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_497.JPG,497
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_498.JPG,498
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_499.JPG,499
Agfa,DC-733s,0,7,1,Orangerie Pillnitz,Palm trees I,Agfa_DC-733s_0_500.JPG,500
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_501.JPG,501
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_502.JPG,502
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_503.JPG,503
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_504.JPG,504
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_505.JPG,505
Agfa,DC-733s,0,7,2,Orangerie Pillnitz,Palm trees II,Agfa_DC-733s_0_506.JPG,506
Agfa,DC-733s,0,8,2,Neumarkt,Frauenkirche,Agfa_DC-733s_0_507.JPG,507
Agfa,DC-733s,0,8,2,Neumarkt,Frauenkirche,Agfa_DC-733s_0_508.JPG,508
Agfa,DC-733s,0,8,2,Neumarkt,Frauenkirche,Agfa_DC-733s_0_509.JPG,509
Agfa,DC-733s,0,8,1,Neumarkt,"Johaneum, transportation museum",Agfa_DC-733s_0_510.JPG,510
Agfa,DC-733s,0,8,1,Neumarkt,"Johaneum, transportation museum",Agfa_DC-733s_0_511.JPG,511
Agfa,DC-733s,0,8,1,Neumarkt,"Johaneum, transportation museum",Agfa_DC-733s_0_512.JPG,512
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_513.JPG,513
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_514.JPG,514
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_515.JPG,515
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_516.JPG,516
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_517.JPG,517
Agfa,DC-733s,0,9,1,Passageway Skulpturensammlung,Passageway view I,Agfa_DC-733s_0_518.JPG,518
Agfa,DC-733s,0,9,2,Passageway Skulpturensammlung,Passageway view II,Agfa_DC-733s_0_519.JPG,519
Agfa,DC-733s,0,9,2,Passageway Skulpturensammlung,Passageway view II,Agfa_DC-733s_0_520.JPG,520
Agfa,DC-733s,0,9,2,Passageway Skulpturensammlung,Passageway view II,Agfa_DC-733s_0_521.JPG,521
Agfa,DC-733s,0,10,1,Georgentor,Staendehaus und Frauenkirche,Agfa_DC-733s_0_522.JPG,522
Agfa,DC-733s,0,10,1,Georgentor,Staendehaus und Frauenkirche,Agfa_DC-733s_0_523.JPG,523
Agfa,DC-733s,0,10,1,Georgentor,Staendehaus und Frauenkirche,Agfa_DC-733s_0_524.JPG,524
Agfa,DC-733s,0,10,2,Georgentor,Hausmannsturm,Agfa_DC-733s_0_525.JPG,525
Agfa,DC-733s,0,10,2,Georgentor,Hausmannsturm,Agfa_DC-733s_0_526.JPG,526
Agfa,DC-733s,0,10,2,Georgentor,Hausmannsturm,Agfa_DC-733s_0_527.JPG,527
Agfa,DC-733s,0,11,1,George-Baehr-Strasse,Schuhmannbau,Agfa_DC-733s_0_528.JPG,528
Agfa,DC-733s,0,11,1,George-Baehr-Strasse,Schuhmannbau,Agfa_DC-733s_0_529.JPG,529
Agfa,DC-733s,0,11,1,George-Baehr-Strasse,Schuhmannbau,Agfa_DC-733s_0_530.JPG,530
Agfa,DC-733s,0,11,2,George-Baehr-Strasse,Observatory Technische Universitaet Dresden,Agfa_DC-733s_0_531.JPG,531
Agfa,DC-733s,0,11,2,George-Baehr-Strasse,Observatory Technische Universitaet Dresden,Agfa_DC-733s_0_532.JPG,532
Agfa,DC-733s,0,11,2,George-Baehr-Strasse,Observatory Technische Universitaet Dresden,Agfa_DC-733s_0_533.JPG,533
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_534.JPG,534
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_535.JPG,535
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_536.JPG,536
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_537.JPG,537
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_538.JPG,538
Agfa,DC-733s,0,12,1,Home II,Candle arch from the Erzgebirge,Agfa_DC-733s_0_539.JPG,539
Agfa,DC-733s,0,12,2,Home II,Computerfreak with his C64 and a plant,Agfa_DC-733s_0_540.JPG,540
Agfa,DC-733s,0,12,2,Home II,Computerfreak with his C64 and a plant,Agfa_DC-733s_0_541.JPG,541
Agfa,DC-733s,0,12,2,Home II,Computerfreak with his C64 and a plant,Agfa_DC-733s_0_542.JPG,542
